8;510	79
213;200	100
2;2;77	82
123;24;123	102
74;137	100
38;137;137	78
2;8;8	130
137;137;215	78
2;8;2	145
24;24;137	88
74;114	89
200;152	108
74;113	94
2;2;38	261
74;123	110
24;24;123	121
197;38	77
173;123	110
2;2;24	126
213;215	110
215;38;2	79
2;2;47	112
200;113	114
200;114	123
38;200;200	78
108;38	75
152;2;2	79
200;137	150
200;123	216
38;104	83
121;38	87
38;126	112
38;124	87
2;24;38	97
38;123	265
38;121	101
38;120	113
137;120	83
137;126	101
22;215	89
38;117	127
137;123	207
2;137;137	101
38;114	195
38;113	210
2;24;24	118
38;110	107
123;123;137	104
137;110	75
38;109	75
38;108	74
38;107	104
137;114	147
137;113	138
386;38	79
123;123;2	112
369;123	83
38;152;38	89
256;8	141
54;2	90
256;2	174
256;7	79
225;113	80
113;2;38	97
137;24;24	90
41;2	94
256;126	75
256;123	115
212;8	80
256;114	109
38;2;2;38	92
256;113	119
124;38	75
212;2	86
225;8	80
225;2	114
225;123	86
124;24	82
225;137	86
2;1	147
2;7	145
85;2	93
2;8	295
78;215	77
74;200	80
173;200	78
283;123	97
256;152	80
173;38	91
7;215	79
38;22;38	74
72;2	87
7;200	74
213;137	145
256;137	137
47;2;38	95
113;38;38	103
230;2	77
110;2	132
123;1	94
123;2	277
123;7	77
123;8	186
7;256	80
220;38	96
200;2;2	107
24;24;215	78
152;38	170
316;8	86
14;38	90
173;2	92
152;47	95
7;24	88
7;38	153
7;47	81
124;123	75
322;38	84
123;123;200	136
256;47	96
173;250	79
2;8;2;2	77
8;8;38	124
140;38	85
74;215	88
341;215	74
142;2	81
256;24	103
173;215	76
152;24	116
124;110	86
256;38	185
24;8	163
24;7	77
24;2	255
24;1	79
2;166	84
38;83	76
38;85	95
2;173	88
38;74	146
214;2	102
38;78	102
38;77	161
200;250	100
200;256	98
38;200	209
256;64	80
2;145	96
137;200	156
38;61	117
38;62	115
38;64	138
38;66	119
11;2	174
24;123;24	116
11;8	121
256;74	77
38;50	96
2;152	161
38;54	77
256;77	81
2;150	80
107;2	102
38;225	123
38;224	101
38;220	98
2;126	91
38;47	234
137;220	93
152;77	86
38;218	138
2;123	271
38;217	85
137;224	92
2;124	102
38;215	227
2;120	103
38;41	89
2;121	93
303;2	94
38;214	93
137;218	111
38;213	143
38;212	93
137;215	178
2;137	250
137;213	126
401;123	82
2;130	79
200;213	106
2;108	79
200;215	123
2;104	83
200;218	78
38;24	238
2;107	90
38;28	89
38;237	93
38;22	141
24;215;24	75
137;237	81
38;230	87
38;14	86
2;117	104
2;113	202
2;114	187
2;110	122
38;11	170
38;140	83
124;2	98
77;123	119
38;145	109
38;142	83
256;200	99
152;215	92
78;24	84
77;114	111
77;113	99
38;137	225
200;200;123	74
66;38	106
322;123	78
2;24;2	120
38;166	85
113;256	111
137;215;137	75
200;8	164
113;250	99
200;2	223
200;1	81
38;152	173
137;152	119
152;200	109
78;38	114
47;145	75
47;142	80
137;38;38	83
215;24;24	76
38;173	100
38;172	81
137;1	105
137;2	245
47;152	97
113;200	125
137;8	210
137;7	81
47;123	162
113;218	81
256;224	88
113;213	94
113;215	122
47;137	135
120;123	91
213;8	113
256;218	90
256;213	74
256;215	113
2;215;38	75
213;2	136
107;123	77
113;2;2	96
47;117	97
47;114	120
38;1;2	77
47;113	116
2;237;2	84
288;2	92
288;8	82
213;256	75
24;24;38	125
24;24;47	78
256;2;2	86
54;38	79
77;137	124
2;11;2	81
123;24;24	128
123;401	75
47;74	75
335;38	75
38;114;2	77
47;77	103
123;200;38	90
2;200	222
283;414	78
576;38	76
47;64	90
2;218	128
2;214	111
2;215	200
123;200;24	79
2;212	78
2;213	145
72;38	84
38;1	125
38;2	417
38;2;38;38	118
47;38	220
38;7	146
38;8	295
47;28	80
47;24	187
250;8	141
250;2	129
47;11	116
24;137;137	76
130;2	74
11;77	77
8;38;38;38	77
2;288	108
8;2;38	119
2;286	75
137;2;137	96
215;8	145
215;7	74
1;2;38	77
215;2	184
50;200	100
114;2;38	83
2;258	75
2;256	195
2;250	136
66;137	87
172;137	75
2;225	104
2;224	108
108;2	74
2;220	112
200;2;200	75
2;237	140
1;24	75
401;38	85
2;38;38;38	123
399;24	87
1;38	117
399;38	102
24;123;2	75
2;47;2	105
77;213	91
77;215	111
200;38;38	82
2;1;2	102
