52;6;52;52	236
5;6;52;52	235
52;18;52	187
52;1;3	294
52;1;2	298
33;52;52	196
2;52;52;4	183
19;52;52	196
25;52	211
52;52;2;52	216
52;1;2;3	294
52;52;52;6	227
52;30;52	193
52;52;52;7	232
52;52;52;2	213
52;52;52;3	207
52;52;52;4	241
52;52;52;5	216
6;52	300
52;52;52;1	232
4;52;52	289
52;2;3	297
47;52	196
52;1;52;52	228
38;52;52	182
52;52;1;52	218
24;52	186
52;52;6;7	245
52;31;52	183
25;52;52	208
1;2;3;4	179
52;19;52	194
52;42;52	191
2;3;52	299
14;52;52	197
52;5;6;52	233
13;52	186
52;43;52	185
4;5;6	300
35;52	185
4;5;7	276
7;52	300
50;52	196
12;52	185
46;52	212
52;52;4	291
12;52;52	183
52;52;5	287
52;52;6	291
52;52;7	288
52;52;1	290
52;52;46;52	179
52;52;2	286
52;52;3	277
1;2;3;52	295
52;52;8	200
52;2;52	290
5;6;7;52	257
52;4;5;52	234
41;52;52	186
4;6;7	276
35;52;52	182
2;52;4	226
52;1;52	288
52;11	195
52;12	186
52;4;52;52	233
52;10	192
52;15	203
52;21;52	177
52;16	209
52;13	185
52;14	198
52;19	200
52;17	201
52;18	189
3;52;52;52	219
1;2;52;52	278
23;52	203
52;3;52;52	224
34;52	186
52;32;52	183
6;52;52	296
8;52	204
52;22	201
52;23	204
51;52	178
52;21	182
23;52;52	199
52;33;52	197
7;52;52;52	237
52;10;52	188
52;3;52	289
16;52	212
39;52	192
52;5;7	251
52;5;6	291
1;2;52	298
9;52	175
30;52;52	190
52;4;52;6	203
8;52;52	197
16;52;52	206
2;3;4	234
52;45;52	185
52;22;52	194
4;52;6;7	230
31;52;52	187
52;52;2;3	265
15;52;52	194
52;6;7	294
52;5;6;7	251
27;52	176
52;16;52;52	175
52;11;52	191
38;52	188
49;52	186
26;52	205
52;52;5;6	234
4;52;52;52	205
4;5;6;52	245
52;23;52	199
4;52;6	252
24;52;52	186
52;34;52	177
15;52	200
18;52;52	185
52;52;4;5	242
2;3;52;4	217
52;35;52	178
52;12;52	181
4;52;7	268
52;4;5;6	250
52;4;6	250
37;52	187
52;4;5	284
14;52	198
52;46;52	204
22;52;52	194
48;52	194
17;52;52	191
6;7;52;52	249
5;7;52	257
52;4;52	288
4;5;6;7	276
5;6;52	293
52;24;52	178
13;52;52	182
1;3;52;52	257
52;52;7;52	235
52;47;52	191
6;7	300
1;52;52;52	226
31;52	193
39;52;52	187
6;52;52;52	239
42;52	194
5;52;52	283
52;46;52;52	180
52;6;52	284
52;13;52	183
19;52	201
5;52;7;52	206
21;52;52	177
1;52	299
5;6	300
5;7	300
52;2;3;52	278
52;5;52	285
18;52	191
52;7;52;52	234
52;25;52	209
1;2;3	300
1;2;4	179
30;52	199
26;52;52	196
41;52	189
52;52;1;2	276
52;52;1;3	248
52;25;52;52	179
4;5	300
4;6	300
4;7	276
52;14;52	195
52;37;52	183
42;52;52	189
32;52;52	182
52;6	300
52;7	300
52;8	203
52;5;52;52	219
52;1;2;52	277
5;6;7	300
29;52	197
52;1	299
52;2;52;52	238
52;48;52	193
52;2	300
1;3;4	179
52;3	298
52;52;6;52	239
52;4	300
52;5	299
2;52	300
52;1;3;52	257
28;52	178
52;26;52	200
3;4	259
52;49;52	181
52;52;5;52	226
7;52;52	296
4;52;6;52	200
1;3;52	295
4;5;52	283
40;52;52	192
29;52;52	189
52;7;52	284
40;52	197
34;52;52	182
52;15;52	197
11;52;52	190
17;52	199
52;26	209
22;52	198
52;27	175
45;52	193
52;24	185
52;25	212
52;28	179
52;29	195
2;3	300
2;4	234
52;52;16;52	175
2;52;52	286
52;52;10	189
52;30	199
52;33	200
52;34	185
3;52	300
52;31	190
52;32	187
52;52;17	193
52;37	188
52;52;18	186
52;38	189
50;52;52	190
52;52;15	200
52;35	186
52;52;16	207
52;52;13	179
52;52;14	193
52;52;11	190
52;39	192
52;52;12	181
4;5;52;52	221
10;52;52	189
52;52;19	197
52;6;7;52	247
11;52	197
4;5;52;7	224
52;40	199
52;52;21	180
52;38;52	181
52;41	186
52;45	193
4;6;52	245
52;42	194
52;43	191
52;48	195
52;49	185
3;52;4	242
52;46	209
52;47	194
2;52;52;52	220
52;8;52	198
1;2	300
1;3	300
1;4	179
48;52;52	187
10;52	191
3;52;52;4	183
52;51	178
52;39;52	186
52;50;52	188
52;16;52	202
52;50	195
2;3;52;52	269
33;52	202
37;52;52	184
52;52;4;52	242
43;52;52	189
49;52;52	180
4;52	298
3;52;52	281
52;52;48	191
52;52;49	175
52;52;46	206
52;52;47	192
52;52;45	185
52;28;52	175
52;52;3;52	210
5;52;7	241
52;52;50	192
52;17;52	194
47;52;52	190
52;40;52	192
21;52	181
1;52;52	290
4;52;52;7	203
52;52;15;52	176
6;7;52	297
32;52	187
52;52;28	176
52;52;29	190
52;52;26	201
5;52;52;52	201
52;52;24	181
52;52;25	206
52;52;22	192
52;52;23	194
52;41;52	183
43;52	192
45;52;52	188
52;52;31	184
52;52;32	185
52;52;30	193
5;52	296
52;52;39	181
52;52;37	183
52;52;38	183
52;5;52;7	193
52;52;35	182
52;52;33	198
52;52;34	180
52;29;52	191
52;52;42	190
52;52;43	186
52;52;40	191
52;52;41	181
46;52;52	209
